Call  Failure,Complains,Subscription  Length,Charge  Amount,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn,Average of use,cluster
10,1,11,2,16,12,3,1,1,144.32,1,0.8200057180991961,0
0,0,39,0,0,0,2,1,2,0.0,1,0.0,1
26,1,35,0,14,16,3,1,2,100.88,1,0.2948677321126554,0
12,0,37,0,7,15,3,1,2,154.04,1,0.7537718023763802,0
12,0,38,0,32,30,4,1,2,140.8,1,0.5936274728400301,0
3,0,38,0,0,1,3,1,2,10.2,1,0.46403346225923175,1
3,0,38,0,7,3,4,1,2,36.375,1,0.7089931890100233,1
6,1,11,2,0,6,3,1,1,65.04,1,0.7478720802491919,1
26,1,30,0,15,18,2,1,2,126.315,1,0.3693601034660481,0
16,0,33,1,25,25,2,1,1,392.445,1,0.7135998566326721,3
12,1,32,0,8,17,3,1,2,165.44,1,0.8499076922295745,0
12,0,33,0,33,32,3,1,2,236.68,1,0.6803765886277441,3
3,0,33,0,0,3,3,1,2,17.6,1,1.536867219599265,1
3,0,33,0,8,5,4,1,2,43.5,1,1.169824916893374,1
6,0,6,1,0,8,3,1,1,72.44,1,0.944656521618001,1
7,0,44,0,15,3,3,1,2,72.68,1,0.3531966795624075,1
30,1,40,0,31,20,3,1,2,176.76,1,0.30448919076816217,0
16,1,42,0,24,19,3,1,2,229.92,1,0.711067410793516,3
16,1,43,0,49,34,4,1,2,188.225,1,0.5685890133013932,0
7,0,43,0,15,5,3,1,2,78.08,1,0.4196497431001208,1
7,0,43,0,24,7,4,1,2,83.8,1,0.5979685710472384,1
10,0,16,3,15,10,3,1,1,132.92,1,0.6746984750076123,0
11,0,40,0,15,2,3,1,2,101.28,1,0.6906931915983786,0
34,1,36,0,31,19,3,2,2,205.36,1,0.41410820426418443,0
20,1,38,0,24,18,3,1,2,258.52,1,0.7658687240852088,3
20,1,39,0,49,33,4,1,2,206.1,1,0.6402708103578614,0
11,0,39,0,15,4,3,1,2,106.68,1,0.6966498111111474,0
11,0,39,0,24,6,4,1,2,101.675,1,0.7612600353161041,0
22,1,30,0,25,9,3,1,2,170.28,1,0.5191244265806858,0
14,1,12,3,15,9,3,1,1,161.52,1,0.7693363189174918,0
0,0,38,0,0,0,2,1,2,0.0,1,0.0,1
22,0,34,0,0,19,3,1,2,23.68,1,0.1974186600757738,1
12,0,37,1,8,26,2,1,1,283.77,1,0.6780699302035071,3
8,1,36,0,0,18,3,1,2,104.84,1,0.7869832103658175,0
8,0,37,0,16,33,3,1,2,140.08,1,0.5856476266533697,0
0,0,37,0,0,0,3,1,2,0.0,1,0.0,1
0,0,37,0,0,6,4,1,2,5.625,1,1.0502387043838939,1
2,1,10,1,0,9,3,1,1,43.84,1,0.8277196976928786,1
28,1,35,0,23,19,3,1,2,144.52,1,0.33377317965204795,0
14,0,38,0,41,33,4,1,2,168.075,1,0.6193212199192896,0
8,1,11,2,7,9,3,1,1,100.68,1,0.786030174706659,0
5,1,38,0,16,6,4,1,2,63.65,1,0.7867075786404825,1
