Call  Failure,Complains,Subscription  Length,Charge  Amount,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn,Average of use,cluster
12,0,37,3,129,52,2,1,1,913.635,0,0.889906493212421,3
25,0,36,10,22,57,5,2,1,200.07,0,1.0244628253208878,0
17,0,36,3,47,39,2,1,1,505.17,0,0.6883517502240024,0
5,0,34,2,21,29,3,1,1,222.88,0,1.0266387890430206,0
5,0,36,2,21,21,4,1,1,110.075,0,0.7323678937132265,0
7,0,33,3,35,37,5,1,1,164.88,0,0.7656127276802479,0
4,0,36,3,25,17,5,1,1,51.78,0,0.7498425242364906,0
29,0,31,5,21,95,2,1,1,856.035,0,0.751714025631257,3
10,0,34,5,292,48,2,2,1,1660.095,0,0.6934778137254635,1
6,0,36,2,23,43,3,1,1,268.4,0,0.5778745780841442,0
10,0,36,2,196,38,2,1,1,1036.935,0,0.638785971341058,3
8,0,27,3,214,26,2,2,1,1051.245,0,0.5269984830115916,3
8,0,26,2,51,83,4,1,1,182.925,0,0.5523983568197026,0
15,0,27,0,31,22,3,1,2,177.4,0,0.4818380868927384,0
4,0,26,0,42,18,4,1,2,141.125,0,0.7827593392496325,0
14,0,25,2,40,28,2,1,1,264.015,0,0.5447668571940234,0
6,0,25,2,29,38,3,1,1,271.84,0,0.6407413327477911,0
6,0,18,2,49,29,2,1,1,325.395,0,0.723918839226699,0
20,0,17,3,106,57,2,2,1,798.48,0,0.5720266279423892,3
16,0,15,2,94,55,5,1,1,286.71,0,0.6301053902044206,0
12,0,16,5,52,34,3,1,1,348.32,0,0.7160643821202703,0
6,0,9,3,236,25,3,1,1,1145.6,0,0.9795784711100737,1
4,0,38,0,0,2,2,1,1,172.395,0,0.708062711316393,0
0,0,39,0,0,0,2,1,2,0.0,0,0.0,0
6,0,37,0,338,9,2,1,1,1606.635,0,0.48098478175496945,1
6,0,38,0,0,20,1,1,1,200.97,0,0.7279511027546374,0
0,0,38,0,0,18,1,1,1,101.255,0,0.4840109695704345,0
7,0,38,0,11,13,3,1,1,173.88,0,0.5509807292985421,0
0,0,38,0,264,3,3,1,1,1127.56,0,0.6988778552689303,1
9,0,37,0,123,28,3,1,1,837.04,0,0.8235298523932642,3
3,0,38,0,0,29,3,1,1,533.28,0,0.867443962329084,3
3,0,38,0,0,10,3,1,1,159.52,0,0.6386041992540531,0
2,0,38,0,0,15,2,1,1,243.135,0,0.7142945395927197,0
5,0,38,0,0,2,3,1,2,67.28,0,0.48270669350198914,0
21,0,38,1,33,17,3,1,1,722.2,0,0.7547744914900582,3
0,0,38,0,462,7,3,1,1,1948.48,0,1.2372368979664485,2
5,0,37,0,129,15,2,1,1,1258.065,0,0.8929586274811775,1
0,0,37,0,165,11,3,1,1,899.04,0,0.830235835110482,3
0,0,37,0,0,1,2,1,2,12.555,0,0.7635279773217448,0
0,0,38,0,0,1,2,1,2,5.13,0,0.37729423114146804,0
0,0,37,0,363,28,2,1,1,1949.625,0,0.6851379844281682,2
3,0,37,0,0,32,3,1,1,440.36,0,0.8142682601426556,0
4,0,37,0,87,22,2,1,1,669.735,0,0.9434069217998243,3
17,0,36,6,0,27,4,1,1,247.95,0,1.090210289988967,0
0,0,34,0,0,4,3,1,1,90.08,0,1.413693335308005,0
0,0,36,0,0,3,3,1,1,43.32,0,0.7823783142878881,0
0,0,33,0,0,7,4,1,1,156.8,0,0.781554453841804,0
0,0,36,0,0,0,5,1,1,0.0,0,0.0,0
21,0,31,1,0,65,2,1,1,706.635,0,0.756691512479715,3
2,0,34,1,250,18,2,2,1,1416.195,0,0.6935401850845556,1
0,0,36,0,0,13,2,1,1,143.55,0,0.5433465932468593,0
0,0,35,0,17,5,3,1,2,111.96,0,0.42006390752931705,0
2,0,36,0,154,8,2,1,1,793.035,0,0.6124582693098025,3
0,0,27,0,172,1,2,2,1,807.345,0,0.37729423114146804,3
0,0,26,0,9,53,4,1,1,47.425,0,0.4423252418235909,0
7,0,27,0,0,3,2,1,2,5.175,0,0.10536051565782631,0
0,0,26,0,0,0,4,1,2,0.0,0,0.0,0
6,0,25,0,0,2,2,1,1,29.115,0,0.3876302404721301,0
0,0,25,0,0,8,3,1,1,107.04,0,0.6194162112382099,0
0,0,18,0,7,6,2,1,1,81.495,0,0.761097842468453,0
12,0,17,0,64,27,1,2,1,677.82,0,0.5521726712614994,3
8,0,15,0,52,25,4,1,1,342.35,0,0.621989145145955,0
4,0,16,1,10,4,3,1,1,131.52,0,0.7289279178407831,0
0,0,9,0,194,23,3,1,1,928.8,0,1.1331926222648887,3
8,0,39,1,37,21,3,1,1,330.48,0,0.6784290080859238,0
0,0,40,0,39,8,3,1,2,173.76,0,0.5044416531560674,0
10,0,38,1,391,28,3,1,1,1669.36,0,0.4998565923954167,2
10,0,39,1,33,39,1,1,1,422.675,0,0.6923366669973667,0
3,0,39,1,34,37,2,1,1,268.74,0,0.5026674360645271,0
11,0,39,2,64,32,3,1,1,415.12,0,0.5520111885502033,0
4,0,39,1,317,22,4,1,1,855.5,0,0.6505875661411494,3
13,0,38,3,176,47,3,1,1,1078.28,0,0.7935742870998159,3
7,0,39,1,32,48,3,1,1,690.52,0,0.842715950882092,3
7,0,39,2,34,29,3,1,1,324.76,0,0.6243549310016435,0
6,0,39,1,39,16,3,1,1,401.36,0,0.6909169727219153,0
9,1,39,0,40,21,3,1,2,256.52,0,0.5029614487091888,0
25,0,39,4,86,36,3,1,1,963.44,0,0.7422465115273261,3
4,0,39,2,515,12,4,1,1,1368.575,0,0.9636368524713533,1
9,0,38,1,182,34,2,1,1,1529.46,0,0.8683512695850361,1
3,0,38,2,218,30,3,1,1,1140.28,0,0.7877159788895608,1
0,0,38,0,32,15,2,1,2,189.45,0,0.6015799870344548,0
2,0,39,0,45,12,3,1,2,213.8,0,0.5232481437645479,0
3,0,38,1,416,47,3,1,1,1974.24,0,0.6705247919973277,2
7,0,38,2,43,51,4,1,1,401.0,0,0.7912942416994698,0
8,0,38,2,140,41,2,1,1,941.13,0,0.8779519342457791,3
21,0,37,9,33,46,5,1,1,209.235,0,1.021045003196954,0
13,0,37,2,58,28,3,1,1,473.48,0,0.668240202046123,0
1,0,35,1,32,18,3,1,1,247.32,0,1.0148424056026508,0
1,0,37,1,32,10,4,1,1,125.35,0,0.6722310303013168,0
3,0,34,2,46,26,5,1,1,174.045,0,0.7497660745594532,0
0,0,37,2,36,6,5,1,1,60.945,0,0.5624688569178292,0
25,0,32,4,32,84,2,2,1,883.53,0,0.7447307333648935,3
6,0,35,4,303,37,3,2,1,1500.08,0,0.6766178786087347,1
2,0,37,1,34,32,3,1,1,292.84,0,0.5457758677958197,0
3,0,36,0,70,24,4,1,2,220.75,0,0.46582825783525494,0
6,0,37,1,207,27,2,1,1,1064.43,0,0.5976251139024069,3
4,0,28,2,225,15,3,2,1,958.88,0,0.4494566773896986,3
4,0,27,1,62,72,5,1,1,118.92,0,0.4844816484263887,0
11,0,28,0,42,11,3,1,2,201.84,0,0.36337289262286,0
0,0,27,0,53,7,4,1,2,156.4,0,0.68267588069265,0
10,0,26,1,51,17,2,1,1,291.51,0,0.46229858287133024,0
2,0,26,1,40,27,3,1,1,296.28,0,0.6047780301098551,0
2,0,19,1,60,18,3,1,1,313.68,0,0.664083047616034,0
16,0,18,2,117,46,2,2,1,825.975,0,0.5526593512098048,3
12,0,16,1,105,44,5,1,1,295.875,0,0.6162539337359002,0
8,0,17,4,63,23,3,2,1,372.76,0,0.6780003647999595,0
2,0,10,2,247,14,3,1,1,1170.04,0,0.9678376172931875,1
8,0,37,0,0,13,2,1,1,194.4,0,0.7376546829373765,0
0,0,38,0,0,0,2,1,2,0.0,0,0.0,0
10,0,36,0,327,20,2,1,1,1579.14,0,0.5432569594010592,1
10,0,37,0,0,31,1,1,1,227.865,0,0.7580762504234335,0
3,0,37,0,0,29,1,1,1,128.15,0,0.5481955127744219,0
11,0,37,0,0,24,2,1,1,168.12,0,0.5892475855417938,0
4,0,37,0,253,14,3,1,1,1103.12,0,0.7579224161026933,1
13,0,36,1,112,39,3,1,1,812.6,0,0.8347976976229722,3
7,0,37,0,0,40,3,1,1,552.84,0,0.8740191527896847,3
7,0,37,0,0,21,3,1,1,179.08,0,0.6690496289808848,0
6,0,37,0,0,8,2,1,1,265.14,0,0.7355858450928133,0
9,0,37,0,0,13,3,1,2,86.84,0,0.5522474383582134,0
25,0,37,2,22,28,3,1,1,697.76,0,0.7624190592902128,3
4,0,37,0,451,4,3,1,1,1924.04,0,1.2134515482804797,2
9,0,36,0,118,26,2,1,1,1230.57,0,0.8983273212724576,1
3,0,36,0,154,22,3,1,1,874.6,0,0.8459576770282478,3
0,0,36,0,0,7,2,1,2,34.56,0,0.9490805546971459,0
2,0,37,0,0,4,2,1,2,27.135,0,0.8062898366598266,0
3,0,36,0,352,39,2,1,1,1922.13,0,0.7022652638191834,2
7,0,36,0,0,43,3,1,1,459.92,0,0.8233650941755755,0
8,0,36,0,76,33,2,1,1,642.24,0,0.9535585918471823,3
21,0,35,7,0,38,4,2,1,260.175,0,1.0909199430449539,0
1,0,33,0,0,10,3,1,1,109.64,0,1.3450925201615551,0
1,0,35,0,0,2,3,1,1,62.88,0,0.8596275514230577,0
3,0,32,0,0,18,4,1,1,169.025,0,0.7982329331991451,0
0,0,35,0,0,0,4,1,1,0.0,0,0.0,0
25,0,30,2,0,76,2,1,1,728.64,0,0.763862705358343,3
6,0,33,2,239,29,2,2,1,1388.7,0,0.7119094570154683,1
2,0,35,0,0,24,2,1,1,165.555,0,0.5822891249429242,0
3,0,34,0,6,16,3,1,2,87.52,0,0.5186893602262053,0
6,0,35,0,143,19,2,1,1,765.54,0,0.6652802087771714,3
4,0,26,0,161,7,2,2,1,779.85,0,0.5108256237659907,3
4,0,25,0,0,64,4,1,1,37.15,0,0.550337669769111,0
11,0,26,0,0,3,2,1,2,27.18,0,0.414198788076919,0
0,0,25,0,0,1,4,1,2,17.85,0,1.3758230612525952,0
10,0,24,0,0,9,2,1,1,51.12,0,0.5373926511507124,0
2,0,24,0,0,19,3,1,1,126.6,0,0.6639368024601442,0
2,0,17,0,0,10,2,1,1,72.0,0,0.8401293709085911,0
16,0,16,0,53,38,1,2,1,644.215,0,0.5738351988832867,3
12,0,14,0,41,36,4,1,1,327.075,0,0.6369508705945204,0
8,0,15,2,0,15,3,1,1,111.08,0,0.7747665539128766,0
2,0,8,0,183,6,3,1,1,904.36,0,1.1299779479463294,3
10,0,38,0,14,20,3,1,1,241.28,0,0.7205461547480597,0
2,0,39,0,16,7,2,1,2,95.13,0,0.8800876832101945,0
12,0,37,0,368,27,3,1,1,1580.16,0,0.5435625631176981,1
12,0,38,0,10,38,1,1,1,300.025,0,0.7379017309437204,0
5,0,38,0,11,36,1,1,1,205.81,0,0.5479254453501344,0
13,0,38,1,41,31,3,1,1,325.92,0,0.5856648259241208,0
6,0,38,0,294,21,3,1,1,1279.6,0,0.723918839226699,1
15,0,37,2,153,46,3,1,1,989.08,0,0.8202972585686977,3
9,0,38,0,9,47,3,1,1,601.32,0,0.8624348172530916,3
9,0,38,1,11,28,3,1,1,235.56,0,0.6593482508762469,0
8,0,38,0,16,15,3,1,1,312.16,0,0.7229082277207755,0
11,1,38,0,17,20,3,1,2,167.32,0,0.55144396118591,0
27,0,38,3,63,35,3,1,1,874.24,0,0.7563712319658943,3
6,0,38,1,492,11,3,1,1,2100.52,0,1.0836195040819683,2
11,0,37,0,159,33,2,1,1,1429.11,0,0.8869013141933398,1
5,0,37,1,195,29,3,1,1,1051.08,0,0.8248809814726613,3
2,0,37,0,9,14,2,1,2,89.1,0,0.7808527609790509,0
4,0,38,0,22,11,3,1,2,124.6,0,0.6931471805599453,0
5,0,37,0,393,46,2,1,1,2120.67,0,0.6943183694504083,2
9,0,37,1,20,50,4,1,1,345.25,0,0.8123628812178245,0
10,0,37,1,117,40,2,1,1,840.78,0,0.9222379244948288,3
23,0,36,8,10,45,5,1,1,175.785,0,1.0591314944153472,0
3,0,34,0,9,17,3,1,1,158.12,0,1.1617911902896414,0
3,0,36,0,9,9,3,1,1,111.36,0,0.7843697634319534,0
5,0,33,1,23,25,5,1,1,140.595,0,0.7821760788073173,0
2,0,36,1,13,5,5,1,1,27.495,0,1.0152306797290587,0
27,0,31,3,9,83,2,1,1,783.18,0,0.7581105591315589,3
8,0,34,3,280,36,2,2,1,1587.24,0,0.702716631576096,1
4,0,36,0,11,31,2,1,1,229.095,0,0.5792721613007673,0
5,0,35,0,47,23,3,1,2,264.0,0,0.5229737577016383,0
8,0,36,0,184,26,2,1,1,964.08,0,0.6505875661411494,3
6,0,26,0,39,71,4,1,1,142.45,0,0.5495654520819213,0
13,0,27,0,19,10,2,1,2,126.72,0,0.45140220329518993,0
2,0,26,0,30,6,4,1,2,100.65,0,0.9313286092386956,0
12,0,25,0,28,16,2,1,1,191.16,0,0.5392069163042156,0
4,0,25,0,17,26,3,1,1,207.08,0,0.6512885826437446,0
4,0,18,0,37,17,2,1,1,252.54,0,0.7717643712422607,0
18,0,17,1,94,45,2,2,1,725.58,0,0.5724108445400095,3
14,0,15,0,82,43,4,1,1,437.35,0,0.6333519143454607,0
10,0,16,3,40,22,3,1,1,283.52,0,0.7429720059701537,0
4,0,9,1,224,13,3,1,1,1080.84,0,1.0514468202256795,3
6,0,38,0,0,14,3,1,1,170.0,0,0.6907633892046691,0
0,0,39,0,0,1,2,1,2,5.94,0,0.4274440148269396,0
8,0,37,0,350,21,3,1,1,1492.88,0,0.4942482980627882,1
8,0,38,0,0,32,1,1,1,224.015,0,0.7068983521727698,0
1,0,38,0,0,30,1,1,1,124.3,0,0.49722477823555095,0
9,0,38,1,23,25,3,1,1,238.64,0,0.552536112347361,0
2,0,38,0,276,15,3,1,1,1192.32,0,0.6687286532117994,1
11,0,37,2,135,40,3,1,1,901.8,0,0.8062898366598266,3
5,0,38,0,0,41,3,1,1,550.04,0,0.8533593841496916,3
5,0,38,1,0,22,3,1,1,176.28,0,0.6307743343348715,0
4,0,38,0,0,9,3,1,1,232.88,0,0.7009183252848319,0
7,0,38,0,0,14,3,1,2,84.04,0,0.49714759896989,0
23,0,38,3,45,29,3,1,1,786.96,0,0.7478016353898763,3
2,0,38,1,474,5,3,1,1,2013.24,0,1.0515833930670166,2
7,0,37,0,141,27,2,1,1,1330.92,0,0.878954062316785,1
1,0,37,1,177,23,3,1,1,963.8,0,0.8052496241437042,3
0,0,37,0,0,8,2,1,2,31.41,0,0.6303166017675302,0
0,0,38,0,4,5,3,1,2,37.32,0,0.5108256237659907,0
1,0,37,0,375,40,2,1,1,2022.48,0,0.677012421577708,2
5,0,37,1,2,44,4,1,1,290.7,0,0.8012001467489628,0
6,0,37,1,99,34,2,1,1,742.59,0,0.9043275658158798,3
19,0,36,8,0,39,5,2,1,155.055,0,1.0494144327080204,0
0,0,34,0,0,11,3,1,1,106.84,0,1.1324256530338879,0
0,0,36,0,0,3,3,1,1,60.08,0,0.7062553365126846,0
1,0,33,1,5,19,5,1,1,107.865,0,0.7631233647327735,0
0,0,36,1,0,0,5,1,1,0.0,0,0.0,0
23,0,31,3,0,77,2,1,1,725.49,0,0.7500418465413163,3
4,0,34,3,262,30,2,2,1,1489.05,0,0.6840479367048312,1
0,0,36,0,0,25,2,1,1,162.405,0,0.5457636751272711,0
1,0,35,0,29,17,3,1,2,176.72,0,0.4521612886338502,0
4,0,36,0,166,20,2,1,1,865.89,0,0.6043860218465278,3
2,0,27,1,184,8,2,2,1,880.2,0,0.42899560551835847,3
2,0,26,0,21,65,4,1,1,87.9,0,0.4727411070023245,0
9,0,27,0,1,4,2,1,2,28.53,0,0.3031862589877462,0
0,0,26,0,12,1,4,1,2,46.1,0,0.7774542870199393,0
8,0,25,0,10,10,2,1,1,92.97,0,0.44240862329984865,0
0,0,25,0,0,20,3,1,1,123.8,0,0.6114248223221066,0
0,0,18,0,19,11,2,1,1,154.35,0,0.6948124598790064,0
14,0,17,1,76,39,2,2,1,627.39,0,0.552926799784626,3
10,0,15,0,64,37,4,1,1,382.8,0,0.6189939585136841,0
6,0,16,3,22,16,3,1,1,196.24,0,0.697305190708609,0
0,0,9,1,206,7,3,1,1,993.56,0,1.0277862360994972,3
6,0,33,0,0,16,2,1,1,199.575,0,0.7516579558999992,0
0,0,34,0,0,3,2,1,2,14.49,0,0.8437200390393196,0
8,0,32,0,351,23,2,1,1,1692.315,0,0.5636640201647068,2
8,0,33,0,0,34,1,1,1,234.19,0,0.7729334450983413,0
1,0,33,0,0,32,1,1,1,134.475,0,0.5692759377861555,0
9,0,33,0,24,27,2,1,1,281.295,0,0.6031408926764626,0
2,0,33,0,277,17,3,1,1,1203.72,0,0.7847775034058697,1
11,0,32,1,136,42,3,1,1,913.2,0,0.8420043714579077,3
5,0,33,0,0,43,3,1,1,557.44,0,0.8789137168375022,3
5,0,33,0,0,24,3,1,1,183.68,0,0.6817184847363226,0
4,0,33,0,0,11,2,1,1,270.315,0,0.7458533340697314,0
7,1,33,0,0,16,3,1,2,91.44,0,0.5749734435897425,0
23,0,33,2,46,31,3,1,1,798.36,0,0.7664938279719076,3
2,0,33,0,475,7,3,1,1,2024.64,0,1.2402128893410795,2
7,0,32,0,142,29,2,1,1,1343.745,0,0.9027525329190395,1
1,0,32,0,178,25,3,1,1,975.2,0,0.8561868078044496,3
0,0,32,0,0,10,2,1,2,39.735,0,1.0377706294118647,0
0,0,33,0,5,7,2,1,2,54.81,0,0.9079224822036385,0
1,0,32,0,376,42,2,1,1,2035.305,0,0.7100828489237917,2
5,0,32,0,3,46,3,1,1,476.52,0,0.8290336244495746,0
6,0,32,0,100,36,2,1,1,755.415,0,0.9642063476460364,3
19,0,31,7,0,41,4,1,1,263.05,0,1.0982929528838217,0
0,0,29,0,0,13,3,1,1,114.24,0,1.3758230612525952,0
0,0,31,0,0,5,3,1,1,67.48,0,0.9014442237571606,0
1,0,28,0,6,21,4,1,1,186.9,0,0.8076689006473174,0
0,0,31,0,0,1,4,1,1,8.575,0,0.7545558086885888,0
23,0,26,2,0,79,2,1,1,733.815,0,0.7677040461987829,3
4,0,29,2,263,32,2,2,1,1501.875,0,0.7204232970785152,1
0,0,31,0,0,27,2,1,1,170.73,0,0.596278769800246,0
1,0,30,0,30,19,3,1,2,188.12,0,0.5482735113314882,0
4,0,31,0,167,22,2,1,1,878.715,0,0.6860297127910813,3
2,0,22,0,185,10,2,2,1,893.025,0,0.5484424873372975,3
2,0,21,0,22,67,4,1,1,95.025,0,0.5832872197408892,0
9,0,22,0,2,6,2,1,2,41.355,0,0.4787373092144902,0
0,0,21,0,13,2,4,1,2,53.225,0,1.490091154801534,0
8,0,20,0,11,12,2,1,1,105.795,0,0.5795620521178018,0
0,0,20,0,0,22,3,1,1,131.2,0,0.6817184847363226,0
0,0,13,0,20,13,2,1,1,167.175,0,0.880663554231004,0
14,0,12,0,77,41,1,2,1,782.485,0,0.5817327113544377,3
10,0,10,0,65,39,4,1,1,389.925,0,0.6430227933773767,0
6,0,11,2,23,18,3,1,1,207.64,0,0.7969680500321787,0
0,0,4,0,207,9,3,1,1,1004.96,0,1.148024730393403,3
10,0,43,1,13,18,3,1,1,229.88,0,0.6657181433898813,0
2,0,44,0,15,5,3,1,2,73.16,0,0.39326983501434615,0
12,0,42,1,367,25,3,1,1,1568.76,0,0.4820831549003367,1
12,0,43,1,9,36,1,1,1,284.35,0,0.6789261692450028,0
5,0,43,1,10,34,2,1,1,155.565,0,0.484385391227078,0
13,0,43,2,40,29,3,1,1,314.52,0,0.5393909936172067,0
6,0,43,1,293,19,4,1,1,792.625,0,0.6281147102890907,3
15,0,42,3,152,44,3,1,1,977.68,0,0.786725964964735,3
9,0,43,1,8,45,3,1,1,589.92,0,0.8379893643303347,3
9,0,43,2,10,26,3,1,1,224.16,0,0.6127532876325801,0
8,0,43,1,15,13,3,1,1,300.76,0,0.6813618337610475,0
11,1,43,0,16,18,3,1,2,155.92,0,0.48345442696985863,0
27,0,43,4,62,33,3,1,1,862.84,0,0.7382888362247169,3
6,0,43,2,491,9,4,1,1,1305.7,0,0.9412296802214072,1
11,0,42,1,158,31,2,1,1,1416.285,0,0.8640638177754316,1
5,0,42,2,194,27,3,1,1,1039.68,0,0.7781940688180575,3
2,0,42,0,8,12,2,1,2,76.275,0,0.547639596888707,0
4,0,43,0,21,9,3,1,2,113.2,0,0.4647816852645839,0
5,0,42,1,392,44,3,1,1,1873.64,0,0.6631271190725039,2
9,0,42,2,19,48,4,1,1,338.125,0,0.7858497969571894,0
10,0,42,2,116,38,2,1,1,827.955,0,0.8680683077444106,3
23,0,41,9,9,43,5,2,1,171.51,0,1.014046648146762,0
15,0,41,2,34,25,3,1,1,372.88,0,0.6587481576858776,0
3,0,39,1,8,15,3,1,1,146.72,0,0.9897182004289722,0
3,0,41,1,8,7,4,1,1,62.475,0,0.640154650419435,0
5,0,38,2,22,23,5,1,1,136.32,0,0.7409351475210283,0
2,0,41,2,12,3,5,1,1,23.22,0,0.4468202937900783,0
27,0,36,4,8,81,2,1,1,770.355,0,0.7409936260827253,3
8,0,39,4,279,34,3,2,1,1399.48,0,0.6685997077095162,1
4,0,41,1,10,29,3,1,1,192.24,0,0.5330762327008105,0
5,0,40,0,46,21,4,1,2,157.875,0,0.4414755456311975,0
8,0,41,1,183,24,2,1,1,951.255,0,0.579592481013083,3
6,0,31,1,38,69,5,1,1,81.195,0,0.4578935604292236,0
13,0,32,0,18,8,3,1,2,101.24,0,0.3194307707663612,0
2,0,31,0,29,4,4,1,2,93.525,0,0.6202404097518576,0
12,0,30,1,27,14,2,1,1,178.335,0,0.43001507752020407,0
4,0,30,1,16,24,3,1,1,195.68,0,0.5890296731417161,0
4,0,23,1,36,15,3,1,1,213.08,0,0.6327666695710378,0
18,0,22,2,93,43,2,2,1,712.755,0,0.5450627200473133,3
14,0,20,1,81,41,5,1,1,258.135,0,0.6103385671753921,0
10,0,21,4,39,20,3,1,1,272.12,0,0.6585692676816113,0
4,0,14,2,223,11,3,1,1,1069.44,0,0.9518816769768578,3
14,0,39,1,30,17,3,1,1,326.48,0,0.709276562489829,0
6,0,40,0,15,4,3,1,2,101.76,0,0.7279511027546374,0
16,0,38,1,367,24,3,1,1,1597.36,0,0.5553141278541308,1
16,0,39,1,9,35,1,1,1,323.675,0,0.7238401269593515,0
9,0,39,1,10,33,2,1,1,187.74,0,0.559339697375966,0
17,0,39,2,40,28,3,1,1,343.12,0,0.5898752826985352,0
10,0,39,1,293,18,3,1,1,1296.8,0,0.7047463164032971,1
19,0,38,3,152,43,3,1,1,1006.28,0,0.8067125802721253,3
13,0,39,1,8,44,3,1,1,618.52,0,0.850586098993726,3
13,0,39,2,10,25,3,1,1,252.76,0,0.6556625481984254,0
12,0,39,1,15,12,3,1,1,329.36,0,0.7139974768885687,0
15,0,39,0,16,17,3,1,2,184.52,0,0.5629800857038402,0
31,1,39,4,62,32,3,1,1,891.44,0,0.7511095711867021,3
10,0,39,2,491,8,3,1,1,2117.72,0,0.981651283473141,2
15,0,38,1,158,30,2,1,1,1448.46,0,0.8748568633808445,1
9,0,38,2,194,26,3,1,1,1068.28,0,0.8059541293934073,3
6,0,38,0,8,11,2,1,2,108.45,0,0.7210865492491867,0
8,0,39,0,21,8,3,1,2,141.8,0,0.666118508172026,0
9,0,38,1,392,43,3,1,1,1902.24,0,0.6893961930413717,2
13,0,38,2,19,47,4,1,1,356.0,0,0.8019109893494795,0
14,0,38,2,116,37,2,1,1,860.13,0,0.891807399708689,3
27,0,37,9,9,42,5,2,1,182.235,0,1.0246275830784886,0
19,0,37,2,34,24,2,1,1,451.665,0,0.6922293282697163,0
7,0,35,1,8,14,3,1,1,175.32,0,1.0270909708277995,0
7,0,37,1,8,6,4,1,1,80.35,0,0.7423781646615764,0
9,0,34,2,22,22,5,1,1,147.045,0,0.7685495086769796,0
6,0,37,2,12,2,5,1,1,33.945,0,0.7721637208781696,0
31,1,32,4,8,80,2,1,1,802.53,0,0.7530628338957801,3
12,1,35,4,279,33,3,2,1,1428.08,0,0.696749607904312,1
8,0,37,1,10,28,3,1,1,220.84,0,0.5841959967713904,0
9,0,36,0,46,20,3,1,2,281.2,0,0.5421480948950318,0
12,0,37,1,183,23,2,1,1,983.43,0,0.6465031492989247,3
10,0,28,2,201,11,3,2,1,886.88,0,0.5412103603927073,3
10,0,27,1,38,68,4,1,1,153.2,0,0.5649349494130227,0
17,0,28,0,18,7,3,1,2,129.84,0,0.5024573740954741,0
6,0,27,0,29,3,4,1,2,111.4,0,0.7967203856436758,0
16,0,26,1,27,13,2,1,1,210.51,0,0.5596157879354227,0
8,0,26,1,16,23,3,1,1,224.28,0,0.6475636751160724,0
8,0,19,1,36,14,2,1,1,271.89,0,0.7339691750802005,0
22,0,18,2,93,42,2,2,1,744.93,0,0.575898541561913,3
18,0,16,1,81,40,5,1,1,268.86,0,0.6328487418037678,0
14,0,17,4,39,19,3,2,1,300.72,0,0.7227637712380397,0
8,0,10,2,223,10,3,1,1,1098.04,0,0.9808292530117262,3
2,0,37,0,0,17,2,1,1,167.4,0,0.7014459833746404,0
4,0,36,0,334,24,2,1,1,1583.64,0,0.4655293488508145,1
4,0,37,0,0,35,1,1,1,194.865,0,0.7212338788995453,0
0,0,37,0,0,33,1,1,1,95.15,0,0.46800695636941236,0
5,0,37,0,7,28,3,1,1,153.44,0,0.5420239946218519,0
0,0,37,0,260,18,3,1,1,1107.12,0,0.6841785105771848,1
7,0,36,1,119,43,3,1,1,816.6,0,0.8213138298599507,3
1,0,37,0,0,44,3,1,1,528.84,0,0.8662402802050653,3
1,0,37,0,0,25,3,1,1,155.08,0,0.6316903259597823,0
0,0,37,0,0,12,2,1,1,238.14,0,0.7096764825111558,0
3,0,37,0,0,17,3,1,2,62.84,0,0.46514689313278573,0
19,0,37,2,29,32,3,1,1,701.76,0,0.7532218985956821,3
0,0,37,0,458,8,3,1,1,1928.04,0,1.248288688100447,2
3,0,36,0,125,30,2,1,1,1235.07,0,0.8920220060392846,1
0,0,36,0,161,26,3,1,1,878.6,0,0.8270951530696842,3
0,0,36,0,0,11,2,1,2,7.56,0,0.6505875661411494,0
0,0,37,0,0,0,2,1,2,0.0,0,0.0,0
0,0,36,0,359,43,2,1,1,1926.63,0,0.681440998757494,2
1,0,36,0,0,47,3,1,1,435.92,0,0.8124830115593895,0
2,0,36,0,83,37,2,1,1,646.74,0,0.9417960222825169,3
15,0,35,7,0,42,4,1,1,245.175,0,1.0907904497754801,0
0,0,33,0,0,14,3,1,1,85.64,0,1.44155703979494,0
0,0,35,0,0,6,3,1,1,38.88,0,0.7610283231942062,0
0,0,32,0,0,22,4,1,1,154.025,0,0.7780973261438212,0
0,0,35,0,0,0,5,1,1,0.0,0,0.0,0
19,0,30,2,0,80,2,1,1,701.64,0,0.7552391540703298,3
0,0,33,2,246,33,2,2,1,1393.2,0,0.6895693592120613,1
0,0,35,0,0,28,2,1,1,138.555,0,0.5342119902526458,0
0,0,34,0,13,20,3,1,2,91.52,0,0.3936106085736159,0
0,0,35,0,150,23,2,1,1,770.04,0,0.5996211225491218,3
0,0,26,0,168,11,2,2,1,784.35,0,0.3388503590261804,3
0,0,25,0,5,68,4,1,1,34.65,0,0.4125825758770284,0
0,0,26,0,0,0,2,1,2,0.0,0,0.0,0
0,0,25,0,0,0,4,1,2,0.0,0,0.0,0
4,0,24,0,0,13,2,1,1,24.12,0,0.3426887019639925,0
0,0,24,0,0,23,3,1,1,102.6,0,0.608859364037356,0
0,0,17,0,3,14,2,1,1,58.5,0,0.7392883365578005,0
10,0,16,0,60,42,1,2,1,649.66,0,0.5472317287357011,3
6,0,14,0,48,40,4,1,1,329.55,0,0.6186705507167375,0
